route_id,service_id,trip_id,trip_headsign,trip_short_name,direction_id,block_id,shape_id,wheelchair_accessible,bikes_allowed
02,2,2144884,2B Natural Science via Dundas,,1,105056,73845,0,0
02,2,2144849,2A Natural Science via Dundas,,1,105058,73843,0,0
02,2,2144885,2B Natural Science via Dundas,,1,105059,73845,0,0
02,2,2144850,2A Natural Science via Dundas,,1,105054,73843,0,0
02,2,2144886,2B Natural Science via Dundas,,1,105052,73845,0,0
02,2,2144851,2A Natural Science via Dundas,,1,105060,73843,0,0
02,2,2144887,2B Natural Science via Dundas,,1,105053,73845,0,0
02,2,2144852,2A Natural Science via Dundas,,1,105057,73843,0,0
02,2,2144888,2B Natural Science via Dundas,,1,105056,73845,0,0
02,2,2144853,2A Natural Science via Dundas,,1,105058,73843,0,0
02,2,2144889,2B Natural Science via Dundas,,1,105059,73845,0,0
02,2,2144854,2A Natural Science via Dundas,,1,105054,73843,0,0
02,2,2144890,2B Natural Science via Dundas,,1,105052,73845,0,0
02,2,2144855,2A Natural Science via Dundas,,1,105060,73843,0,0
02,2,2144891,2B Natural Science via Dundas,,1,105053,73845,0,0
02,2,2144856,2A Natural Science via Dundas,,1,105057,73843,0,0
02,2,2144892,2B Natural Science via Dundas,,1,105056,73845,0,0
02,2,2144857,2A Natural Science via Dundas,,1,105058,73843,0,0
02,2,2144893,2B Natural Science via Dundas,,1,105059,73845,0,0
02,2,2144858,2A Natural Science via Dundas,,1,105054,73843,0,0
02,2,2144894,2B Natural Science via Dundas,,1,105052,73845,0,0
02,2,2144859,2A Natural Science via Dundas,,1,105060,73843,0,0
02,2,2144895,2B Natural Science via Dundas,,1,105053,73845,0,0
02,2,2144860,2A Natural Science via Dundas,,1,105057,73843,0,0
02,2,2144896,2B Natural Science via Dundas,,1,105056,73845,0,0
02,2,2144861,2A Natural Science via Dundas,,1,105058,73843,0,0
02,2,2144897,2B Natural Science via Dundas,,1,105059,73845,0,0
02,2,2144862,2A Natural Science via Dundas,,1,105054,73843,0,0
02,2,2144898,2B Natural Science via Dundas,,1,105052,73845,0,0
02,2,2144863,2A Natural Science via Dundas,,1,105060,73843,0,0
02,2,2144899,2B Natural Science via Dundas,,1,105053,73845,0,0
02,2,2144864,2A Natural Science via Dundas,,1,105055,73843,0,0
02,2,2144900,2B Natural Science via Dundas,,1,105057,73845,0,0
02,2,2144865,2A Natural Science via Dundas,,1,105056,73843,0,0
02,2,2144901,2B Natural Science via Dundas,,1,105058,73845,0,0
02,2,2144866,2A Natural Science via Dundas,,1,105059,73843,0,0
02,2,2144902,2B Natural Science via Dundas,,1,105054,73845,0,0
02,2,2144867,2A Natural Science via Dundas,,1,105052,73843,0,0
02,2,2144903,2B Natural Science via Dundas,,1,105060,73845,0,0
02,2,2144868,2A Natural Science via Dundas,,1,105053,73843,0,0
02,2,2144904,2B Natural Science via Dundas,,1,105055,73845,0,0
02,2,2144869,2A Natural Science via Dundas,,1,105057,73843,0,0
02,2,2144905,2B Natural Science via Dundas,,1,105056,73845,0,0
02,2,2144870,Hale and Brydges Only,,1,105058,73851,0,0
02,2,2144906,2B Natural Science via Dundas,,1,105054,73845,0,0
02,2,2144871,2A Natural Science via Dundas,,1,105052,73843,0,0
02,2,2144907,2B Natural Science via Dundas,,1,105060,73845,0,0
02,2,2144872,2A Natural Science via Dundas,,1,105053,73843,0,0
02,2,2144908,2B Natural Science via Dundas,,1,105055,73845,0,0
02,2,2144873,Hale and Brydges Only,,1,105057,73851,0,0
02,2,2144909,2B Natural Science via Dundas,,1,105056,73845,0,0
02,2,2144874,2A Natural Science via Dundas,,1,105054,73843,0,0
02,2,2144910,2B Natural Science via Dundas,,1,105052,73845,0,0
02,2,2144875,2A Natural Science via Dundas,,1,105053,73843,0,0
02,2,2144911,2B Natural Science via Dundas,,1,105055,73845,0,0
02,2,2144876,2A Natural Science via Dundas,,1,105056,73843,0,0
02,2,2144912,2B Natural Science via Dundas,,1,105054,73845,0,0
02,2,2144877,2A Natural Science via Dundas,,1,105052,73843,0,0
02,2,2144913,2B Natural Science via Dundas,,1,105053,73845,0,0
02,2,2144878,2A Natural Science via Dundas,,1,105055,73843,0,0
02,2,2144916,2B Argyle Mall Only,,1,105056,73846,0,0
02,2,2144914,2B Natural Science via Dundas,,1,105052,73845,0,0
02,2,2144915,2A Natural Science via Dundas,,1,105053,73843,0,0
02,2,2144917,2B Argyle Mall Only,,1,105055,73846,0,0
03,2,2145573,Downtown via Hamilton,,0,105104,73853,0,0
03,2,2145574,Downtown via Hamilton,,0,105104,73854,0,0
03,2,2145575,Downtown via Hamilton,,0,105109,73854,0,0
03,2,2145576,Downtown via Hamilton,,0,105108,73854,0,0
03,2,2145577,Downtown via Hamilton,,0,105107,73854,0,0
03,2,2145578,Downtown via Hamilton,,0,105106,73854,0,0
03,2,2145579,Downtown via Hamilton,,0,105105,73854,0,0
03,2,2145580,Downtown via Hamilton,,0,105110,73854,0,0
03,2,2145581,Downtown via Hamilton,,0,105104,73854,0,0
03,2,2145582,Downtown via Hamilton,,0,105109,73854,0,0
03,2,2145583,Downtown via Hamilton,,0,105108,73854,0,0
03,2,2145584,Downtown via Hamilton,,0,105107,73854,0,0
03,2,2145585,Downtown via Hamilton,,0,105106,73854,0,0
03,2,2145586,Downtown via Hamilton,,0,105105,73854,0,0
03,2,2145587,Downtown via Hamilton,,0,105110,73854,0,0
03,2,2145588,Downtown via Hamilton,,0,105104,73854,0,0
03,2,2145589,Downtown via Hamilton,,0,105109,73854,0,0
03,2,2145590,Downtown via Hamilton,,0,105108,73854,0,0
03,2,2145591,Downtown via Hamilton,,0,105107,73854,0,0
03,2,2145592,Downtown via Hamilton,,0,105106,73854,0,0
03,2,2145593,Downtown via Hamilton,,0,105105,73854,0,0
03,2,2145594,Downtown via Hamilton,,0,105110,73854,0,0
03,2,2145595,Downtown via Hamilton,,0,105104,73854,0,0
03,2,2145596,Downtown via Hamilton,,0,105109,73854,0,0
03,2,2145597,Downtown via Hamilton,,0,105108,73854,0,0
03,2,2145599,Downtown via Hamilton,,0,105107,73854,0,0
03,2,2145600,Downtown via Hamilton,,0,105106,73854,0,0
03,2,2145601,Downtown via Hamilton,,0,105105,73854,0,0
03,2,2145602,Downtown via Hamilton,,0,105104,73854,0,0
03,2,2145603,Downtown via Hamilton,,0,105109,73854,0,0
03,2,2145604,Downtown via Hamilton,,0,105108,73854,0,0
03,2,2145605,Downtown via Hamilton,,0,105107,73854,0,0
03,2,2145606,Downtown via Hamilton,,0,105106,73854,0,0
03,2,2145607,Downtown via Hamilton,,0,105105,73854,0,0
03,2,2145608,Downtown via Hamilton,,0,105104,73854,0,0
03,2,2145598,Downtown via Hamilton,,0,105109,73854,0,0
03,2,2145609,Argyle Mall via Hamilton,,1,105104,73858,0,0
